,start,end,text,words,speaker,cleaned_text,tokens,lemmatized_tokens
288,984.135,986.976,"Lancia, Beta, Coupe, Superleggera.","[{'word': 'Lancia,', 'start': 984.135, 'end': 984.696, 'score': 0.607, 'speaker': 'SPEAKER_05'}, {'word': 'Beta,', 'start': 984.776, 'end': 985.256, 'score': 0.746, 'speaker': 'SPEAKER_05'}, {'word': 'Coupe,', 'start': 985.316, 'end': 985.816, 'score': 0.663, 'speaker': 'SPEAKER_05'}, {'word': 'Superleggera.', 'start': 985.936, 'end': 986.976, 'score': 0.644, 'speaker': 'SPEAKER_05'}]",Clarkson,lancia beta coupe superleggera,"['lancia', 'beta', 'coupe', 'superleggera']","['coupe', 'superleggera']"
289,992.979,994.019,Not a modification.,"[{'word': 'Not', 'start': 992.979, 'end': 993.119, 'score': 0.747, 'speaker': 'SPEAKER_04'}, {'word': 'a', 'start': 993.139, 'end': 993.199, 'score': 0.282, 'speaker': 'SPEAKER_04'}, {'word': 'modification.', 'start': 993.219, 'end': 994.019, 'score': 0.468, 'speaker': 'SPEAKER_04'}]",Clarkson,not a modification,['modification'],['modification']
290,996.68,997.62,This is excellent.,"[{'word': 'This', 'start': 996.68, 'end': 996.84, 'score': 0.436, 'speaker': 'SPEAKER_04'}, {'word': 'is', 'start': 996.92, 'end': 997.0, 'score': 0.365, 'speaker': 'SPEAKER_04'}, {'word': 'excellent.', 'start': 997.1, 'end': 997.62, 'score': 0.46, 'speaker': 'SPEAKER_04'}]",Clarkson,this is excellent,['excellent'],['excellent']
291,997.74,1000.021,Why don't all cars have no doors?,"[{'word': 'Why', 'start': 997.74, 'end': 997.98, 'score': 0.706, 'speaker': 'SPEAKER_04'}, {'word': ""don't"", 'start': 998.02, 'end': 998.2, 'score': 0.313, 'speaker': 'SPEAKER_04'}, {'word': 'all', 'start': 998.36, 'end': 998.5, 'score': 0.524, 'speaker': 'SPEAKER_04'}, {'word': 'cars', 'start': 998.561, 'end': 998.901, 'score': 0.765, 'speaker': 'SPEAKER_04'}, {'word': 'have', 'start': 998.961, 'end': 999.161, 'score': 0.818, 'speaker': 'SPEAKER_05'}, {'word': 'no', 'start': 999.221, 'end': 999.461, 'score': 0.756, 'speaker': 'SPEAKER_05'}, {'word': 'doors?', 'start': 999.501, 'end': 1000.021, 'score': 0.715, 'speaker': 'SPEAKER_05'}]",Clarkson,why dont all cars have no doors,"['dont', 'cars', 'doors']","['car', 'door']"
292,1001.802,1005.123,"When I come to power, I'm going to make it a rule, because this is just better.","[{'word': 'When', 'start': 1001.802, 'end': 1001.942, 'score': 0.611, 'speaker': 'SPEAKER_05'}, {'word': 'I', 'start': 1002.002, 'end': 1002.102, 'score': 0.878, 'speaker': 'SPEAKER_05'}, {'word': 'come', 'start': 1002.142, 'end': 1002.302, 'score': 0.647, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 1002.342, 'end': 1002.422, 'score': 0.917, 'speaker': 'SPEAKER_05'}, {'word': 'power,', 'start': 1002.482, 'end': 1002.782, 'score': 0.907, 'speaker': 'SPEAKER_05'}, {'word': ""I'm"", 'start': 1002.822, 'end': 1002.882, 'score': 0.025, 'speaker': 'SPEAKER_05'}, {'word': 'going', 'start': 1002.902, 'end': 1003.002, 'score': 0.074, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 1003.022, 'end': 1003.122, 'score': 0.495, 'speaker': 'SPEAKER_05'}, {'word': 'make', 'start': 1003.142, 'end': 1003.262, 'score': 0.607, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 1003.402, 'end': 1003.462, 'score': 0.235, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 1003.482, 'end': 1003.502, 'score': 0.015, 'speaker': 'SPEAKER_05'}, {'word': 'rule,', 'start': 1003.542, 'end': 1003.862, 'score': 0.754, 'speaker': 'SPEAKER_05'}, {'word': 'because', 'start': 1003.902, 'end': 1004.082, 'score': 0.276, 'speaker': 'SPEAKER_05'}, {'word': 'this', 'start': 1004.102, 'end': 1004.263, 'score': 0.678, 'speaker': 'SPEAKER_05'}, {'word': 'is', 'start': 1004.323, 'end': 1004.443, 'score': 0.569, 'speaker': 'SPEAKER_05'}, {'word': 'just', 'start': 1004.483, 'end': 1004.663, 'score': 0.778, 'speaker': 'SPEAKER_05'}, {'word': 'better.', 'start': 1004.743, 'end': 1005.123, 'score': 0.595, 'speaker': 'SPEAKER_05'}]",Clarkson,when i come to power im going to make it a rule because this is just better,"['come', 'power', 'im', 'going', 'make', 'rule', 'better']","['come', 'power', 'm', 'go', 'make', 'rule', 'well']"
293,1011.539,1020.141," However, the Mercati Caddy was not going to let us off that lightly, and soon even our super lightweight cars started to struggle again.","[{'word': 'However,', 'start': 1011.539, 'end': 1011.939, 'score': 0.932, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 1011.959, 'end': 1012.059, 'score': 0.26, 'speaker': 'SPEAKER_05'}, {'word': 'Mercati', 'start': 1012.099, 'end': 1012.559, 'score': 0.717, 'speaker': 'SPEAKER_05'}, {'word': 'Caddy', 'start': 1012.599, 'end': 1012.959, 'score': 0.844, 'speaker': 'SPEAKER_05'}, {'word': 'was', 'start': 1013.019, 'end': 1013.179, 'score': 0.714, 'speaker': 'SPEAKER_05'}, {'word': 'not', 'start': 1013.219, 'end': 1013.379, 'score': 0.807, 'speaker': 'SPEAKER_05'}, {'word': 'going', 'start': 1013.419, 'end': 1013.62, 'score': 0.87, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 1013.64, 'end': 1013.72, 'score': 0.738, 'speaker': 'SPEAKER_05'}, {'word': 'let', 'start': 1013.78, 'end': 1013.92, 'score': 0.882, 'speaker': 'SPEAKER_05'}, {'word': 'us', 'start': 1013.98, 'end': 1014.06, 'score': 0.968, 'speaker': 'SPEAKER_05'}, {'word': 'off', 'start': 1014.16, 'end': 1014.36, 'score': 0.552, 'speaker': 'SPEAKER_05'}, {'word': 'that', 'start': 1014.46, 'end': 1014.68, 'score': 0.925, 'speaker': 'SPEAKER_05'}, {'word': 'lightly,', 'start': 1014.76, 'end': 1015.24, 'score': 0.697, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 1015.46, 'end': 1015.58, 'score': 0.892, 'speaker': 'SPEAKER_05'}, {'word': 'soon', 'start': 1015.7, 'end': 1015.98, 'score': 0.77, 'speaker': 'SPEAKER_05'}, {'word': 'even', 'start': 1016.08, 'end': 1016.26, 'score': 0.978, 'speaker': 'SPEAKER_05'}, {'word': 'our', 'start': 1016.34, 'end': 1016.46, 'score': 0.895, 'speaker': 'SPEAKER_05'}, {'word': 'super', 'start': 1016.6, 'end': 1016.92, 'score': 0.924, 'speaker': 'SPEAKER_05'}, {'word': 'lightweight', 'start': 1016.96, 'end': 1017.44, 'score': 0.344, 'speaker': 'SPEAKER_05'}, {'word': 'cars', 'start': 1017.5, 'end': 1017.941, 'score': 0.886, 'speaker': 'SPEAKER_05'}, {'word': 'started', 'start': 1018.621, 'end': 1019.001, 'score': 0.873, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 1019.041, 'end': 1019.121, 'score': 0.976, 'speaker': 'SPEAKER_05'}, {'word': 'struggle', 'start': 1019.221, 'end': 1019.661, 'score': 0.826, 'speaker': 'SPEAKER_05'}, {'word': 'again.', 'start': 1019.721, 'end': 1020.141, 'score': 0.862, 'speaker': 'SPEAKER_05'}]",Clarkson, however the mercati caddy was not going to let us off that lightly and soon even our super lightweight cars started to struggle again,"['however', 'mercati', 'caddy', 'going', 'let', 'us', 'lightly', 'soon', 'even', 'super', 'lightweight', 'cars', 'started', 'struggle']","['however', 'go', 'let', 'lightly', 'soon', 'even', 'super', 'lightweight', 'car', 'start', 'struggle']"
294,1023.122,1024.842,"Come on, just... Oh.","[{'word': 'Come', 'start': 1023.122, 'end': 1023.302, 'score': 0.857, 'speaker': 'SPEAKER_05'}, {'word': 'on,', 'start': 1023.442, 'end': 1023.602, 'score': 0.724, 'speaker': 'SPEAKER_05'}, {'word': 'just...', 'start': 1023.802, 'end': 1024.022, 'score': 0.577, 'speaker': 'SPEAKER_05'}, {'word': 'Oh.', 'start': 1024.702, 'end': 1024.842, 'score': 0.639, 'speaker': 'SPEAKER_05'}]",Clarkson,come on just oh,"['come', 'oh']",['come']
295,1025.962,1026.083,Oh.,"[{'word': 'Oh.', 'start': 1025.962, 'end': 1026.083, 'score': 0.682, 'speaker': 'SPEAKER_05'}]",Clarkson,oh,['oh'],[]
296,1027.183,1027.543,"Oh, yes.","[{'word': 'Oh,', 'start': 1027.183, 'end': 1027.283, 'score': 0.498, 'speaker': 'SPEAKER_05'}, {'word': 'yes.', 'start': 1027.303, 'end': 1027.543, 'score': 0.906, 'speaker': 'SPEAKER_05'}]",Clarkson,oh yes,"['oh', 'yes']",[]
297,1029.223,1030.484,"No, this isn't good.","[{'word': 'No,', 'start': 1029.223, 'end': 1029.503, 'score': 0.905, 'speaker': 'SPEAKER_05'}, {'word': 'this', 'start': 1029.703, 'end': 1029.863, 'score': 0.913, 'speaker': 'SPEAKER_05'}, {'word': ""isn't"", 'start': 1029.943, 'end': 1030.204, 'score': 0.801, 'speaker': 'SPEAKER_05'}, {'word': 'good.', 'start': 1030.244, 'end': 1030.484, 'score': 0.502, 'speaker': 'SPEAKER_05'}]",Clarkson,no this isnt good,"['isnt', 'good']",['good']
298,1033.924,1034.605,"Oh, no.","[{'word': 'Oh,', 'start': 1033.924, 'end': 1034.064, 'score': 0.728, 'speaker': 'SPEAKER_06'}, {'word': 'no.', 'start': 1034.204, 'end': 1034.605, 'score': 0.874, 'speaker': 'SPEAKER_06'}]",Hammond,oh no,['oh'],[]
299,1036.105,1040.146,"Only the Opel remained trouble-free, which was bad news for me.","[{'word': 'Only', 'start': 1036.105, 'end': 1036.345, 'score': 0.852, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 1036.405, 'end': 1036.505, 'score': 0.87, 'speaker': 'SPEAKER_06'}, {'word': 'Opel', 'start': 1036.625, 'end': 1036.945, 'score': 0.677, 'speaker': 'SPEAKER_06'}, {'word': 'remained', 'start': 1037.025, 'end': 1037.405, 'score': 0.864, 'speaker': 'SPEAKER_06'}, {'word': 'trouble-free,', 'start': 1037.465, 'end': 1038.205, 'score': 0.834, 'speaker': 'SPEAKER_06'}, {'word': 'which', 'start': 1038.646, 'end': 1038.826, 'score': 0.74, 'speaker': 'SPEAKER_06'}, {'word': 'was', 'start': 1038.906, 'end': 1039.026, 'score': 0.794, 'speaker': 'SPEAKER_06'}, {'word': 'bad', 'start': 1039.166, 'end': 1039.406, 'score': 0.989, 'speaker': 'SPEAKER_06'}, {'word': 'news', 'start': 1039.486, 'end': 1039.826, 'score': 0.86, 'speaker': 'SPEAKER_06'}, {'word': 'for', 'start': 1039.906, 'end': 1040.026, 'score': 0.791, 'speaker': 'SPEAKER_06'}, {'word': 'me.', 'start': 1040.046, 'end': 1040.146, 'score': 0.981, 'speaker': 'SPEAKER_06'}]",Hammond,only the opel remained troublefree which was bad news for me,"['opel', 'remained', 'troublefree', 'bad', 'news']","['remain', 'troublefree', 'bad', 'news']"
300,1042.489,1043.149, Yes!,"[{'word': 'Yes!', 'start': 1042.489, 'end': 1043.149, 'score': 0.919, 'speaker': 'SPEAKER_05'}]",Clarkson, yes,['yes'],[]
301,1043.41,1044.21,"Come on, man.","[{'word': 'Come', 'start': 1043.41, 'end': 1043.57, 'score': 0.475, 'speaker': 'SPEAKER_05'}, {'word': 'on,', 'start': 1043.67, 'end': 1043.79, 'score': 0.804, 'speaker': 'SPEAKER_05'}, {'word': 'man.', 'start': 1043.83, 'end': 1044.21, 'score': 0.863, 'speaker': 'SPEAKER_05'}]",Clarkson,come on man,"['come', 'man']","['come', 'man']"
302,1044.83,1047.012,"I'll go forward, Sam, and then we'll do it again.","[{'word': ""I'll"", 'start': 1044.83, 'end': 1045.631, 'score': 0.356, 'speaker': 'SPEAKER_05'}, {'word': 'go', 'start': 1045.651, 'end': 1045.811, 'score': 0.411, 'speaker': 'SPEAKER_05'}, {'word': 'forward,', 'start': 1045.851, 'end': 1046.131, 'score': 0.377, 'speaker': 'SPEAKER_05'}, {'word': 'Sam,', 'start': 1046.151, 'end': 1046.271, 'score': 0.451, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 1046.311, 'end': 1046.371, 'score': 0.083, 'speaker': 'SPEAKER_05'}, {'word': 'then', 'start': 1046.391, 'end': 1046.491, 'score': 0.464, 'speaker': 'SPEAKER_05'}, {'word': ""we'll"", 'start': 1046.511, 'end': 1046.631, 'score': 0.191, 'speaker': 'SPEAKER_05'}, {'word': 'do', 'start': 1046.672, 'end': 1046.732, 'score': 0.346, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 1046.752, 'end': 1046.792, 'score': 0.005, 'speaker': 'SPEAKER_05'}, {'word': 'again.', 'start': 1046.812, 'end': 1047.012, 'score': 0.655, 'speaker': 'SPEAKER_05'}]",Clarkson,ill go forward sam and then well do it again,"['ill', 'go', 'forward', 'sam', 'well']","['go', 'forward', 'well']"
303,1047.032,1047.292,Hang on.,"[{'word': 'Hang', 'start': 1047.032, 'end': 1047.112, 'score': 0.271, 'speaker': 'SPEAKER_05'}, {'word': 'on.', 'start': 1047.212, 'end': 1047.292, 'score': 0.441, 'speaker': 'SPEAKER_05'}]",Clarkson,hang on,['hang'],['hang']
304,1049.273,1050.074,How far is it?,"[{'word': 'How', 'start': 1049.273, 'end': 1049.433, 'score': 0.774, 'speaker': 'SPEAKER_08'}, {'word': 'far', 'start': 1049.473, 'end': 1049.713, 'score': 0.893, 'speaker': 'SPEAKER_08'}, {'word': 'is', 'start': 1049.773, 'end': 1049.853, 'score': 0.48, 'speaker': 'SPEAKER_08'}, {'word': 'it?', 'start': 1049.933, 'end': 1050.074, 'score': 0.798, 'speaker': 'SPEAKER_08'}]",Hammond,how far is it,['far'],['far']
305,1050.594,1052.855,Another five or six yards and we might be bobbing.,"[{'word': 'Another', 'start': 1050.594, 'end': 1051.074, 'score': 0.443, 'speaker': 'SPEAKER_03'}, {'word': 'five', 'start': 1051.114, 'end': 1051.314, 'score': 0.472, 'speaker': 'SPEAKER_03'}, {'word': 'or', 'start': 1051.374, 'end': 1051.454, 'score': 0.454, 'speaker': 'SPEAKER_03'}, {'word': 'six', 'start': 1051.494, 'end': 1051.634, 'score': 0.485, 'speaker': 'SPEAKER_03'}, {'word': 'yards', 'start': 1051.654, 'end': 1051.755, 'score': 0.061, 'speaker': 'SPEAKER_03'}, {'word': 'and', 'start': 1051.795, 'end': 1052.015, 'score': 0.333, 'speaker': 'SPEAKER_03'}, {'word': 'we', 'start': 1052.035, 'end': 1052.135, 'score': 0.706, 'speaker': 'SPEAKER_03'}, {'word': 'might', 'start': 1052.175, 'end': 1052.315, 'score': 0.272, 'speaker': 'SPEAKER_03'}, {'word': 'be', 'start': 1052.335, 'end': 1052.455, 'score': 0.536, 'speaker': 'SPEAKER_03'}, {'word': 'bobbing.', 'start': 1052.475, 'end': 1052.855, 'score': 0.405, 'speaker': 'SPEAKER_03'}]",May,another five or six yards and we might be bobbing,"['another', 'five', 'six', 'yards', 'might', 'bobbing']","['yard', 'bob']"
306,1053.055,1054.476,"Oh, this is just horrible.","[{'word': 'Oh,', 'start': 1053.055, 'end': 1053.255, 'score': 0.508, 'speaker': 'SPEAKER_08'}, {'word': 'this', 'start': 1053.275, 'end': 1053.395, 'score': 0.252, 'speaker': 'SPEAKER_08'}, {'word': 'is', 'start': 1053.415, 'end': 1053.496, 'score': 0.728, 'speaker': 'SPEAKER_08'}, {'word': 'just', 'start': 1053.556, 'end': 1053.836, 'score': 0.81, 'speaker': 'SPEAKER_08'}, {'word': 'horrible.', 'start': 1053.876, 'end': 1054.476, 'score': 0.737, 'speaker': 'SPEAKER_08'}]",Hammond,oh this is just horrible,"['oh', 'horrible']",['horrible']
307,1058.178,1059.199,"Keep going, keep going, keep going.","[{'word': 'Keep', 'start': 1058.178, 'end': 1058.338, 'score': 0.368, 'speaker': 'SPEAKER_08'}, {'word': 'going,', 'start': 1058.358, 'end': 1058.499, 'score': 0.288, 'speaker': 'SPEAKER_08'}, {'word': 'keep', 'start': 1058.519, 'end': 1058.679, 'score': 0.37, 'speaker': 'SPEAKER_08'}, {'word': 'going,', 'start': 1058.699, 'end': 1058.819, 'score': 0.191, 'speaker': 'SPEAKER_08'}, {'word': 'keep', 'start': 1058.839, 'end': 1058.979, 'score': 0.332, 'speaker': 'SPEAKER_08'}, {'word': 'going.', 'start': 1059.019, 'end': 1059.199, 'score': 0.395, 'speaker': 'SPEAKER_08'}]",Hammond,keep going keep going keep going,"['keep', 'going', 'keep', 'going', 'keep', 'going']","['keep', 'go', 'keep', 'go', 'keep', 'go']"
308,1059.559,1060.76,Keep going.,"[{'word': 'Keep', 'start': 1059.559, 'end': 1059.679, 'score': 0.177, 'speaker': 'SPEAKER_08'}, {'word': 'going.', 'start': 1059.719, 'end': 1060.76, 'score': 0.658, 'speaker': 'SPEAKER_08'}]",Hammond,keep going,"['keep', 'going']","['keep', 'go']"
309,1061.26,1061.54,Yes!,"[{'word': 'Yes!', 'start': 1061.26, 'end': 1061.54, 'score': 0.891, 'speaker': 'SPEAKER_08'}]",Hammond,yes,['yes'],[]
310,1062.421,1062.641,Yes!,"[{'word': 'Yes!', 'start': 1062.421, 'end': 1062.641, 'score': 0.861}]",,yes,['yes'],[]
311,1064.602,1065.383,No.,"[{'word': 'No.', 'start': 1064.602, 'end': 1065.383, 'score': 0.938, 'speaker': 'SPEAKER_05'}]",Clarkson,no,[],[]
312,1065.863,1067.024,"James, don't go there.","[{'word': 'James,', 'start': 1065.863, 'end': 1066.183, 'score': 0.541, 'speaker': 'SPEAKER_05'}, {'word': ""don't"", 'start': 1066.223, 'end': 1066.523, 'score': 0.496, 'speaker': 'SPEAKER_05'}, {'word': 'go', 'start': 1066.563, 'end': 1066.783, 'score': 0.833, 'speaker': 'SPEAKER_05'}, {'word': 'there.', 'start': 1066.823, 'end': 1067.024, 'score': 0.646, 'speaker': 'SPEAKER_05'}]",Clarkson,james dont go there,"['james', 'dont', 'go']",['go']
313,1067.044,1068.044,You'll get stuck.,"[{'word': ""You'll"", 'start': 1067.044, 'end': 1067.244, 'score': 0.719, 'speaker': 'SPEAKER_05'}, {'word': 'get', 'start': 1067.264, 'end': 1067.504, 'score': 0.734, 'speaker': 'SPEAKER_05'}, {'word': 'stuck.', 'start': 1067.564, 'end': 1068.044, 'score': 0.659, 'speaker': 'SPEAKER_05'}]",Clarkson,youll get stuck,"['youll', 'get', 'stuck']","['get', 'stick']"
314,1068.304,1068.905,That's close.,"[{'word': ""That's"", 'start': 1068.304, 'end': 1068.544, 'score': 0.701, 'speaker': 'SPEAKER_05'}, {'word': 'close.', 'start': 1068.605, 'end': 1068.905, 'score': 0.542, 'speaker': 'SPEAKER_05'}]",Clarkson,thats close,"['thats', 'close']","['s', 'close']"
315,1074.807,1076.088," Oh, for goodness' sake.","[{'word': 'Oh,', 'start': 1074.807, 'end': 1074.947, 'score': 0.628, 'speaker': 'SPEAKER_03'}, {'word': 'for', 'start': 1075.047, 'end': 1075.207, 'score': 0.458, 'speaker': 'SPEAKER_03'}, {'word': ""goodness'"", 'start': 1075.247, 'end': 1075.688, 'score': 0.443, 'speaker': 'SPEAKER_03'}, {'word': 'sake.', 'start': 1075.728, 'end': 1076.088, 'score': 0.568, 'speaker': 'SPEAKER_03'}]",May, oh for goodness sake,"['oh', 'goodness', 'sake']","['goodness', 'sake']"
316,1076.489,1078.15,"We have everybody, we'll push it off.","[{'word': 'We', 'start': 1076.489, 'end': 1076.629, 'score': 0.846, 'speaker': 'SPEAKER_05'}, {'word': 'have', 'start': 1076.649, 'end': 1076.809, 'score': 0.833, 'speaker': 'SPEAKER_05'}, {'word': 'everybody,', 'start': 1076.869, 'end': 1077.349, 'score': 0.751, 'speaker': 'SPEAKER_05'}, {'word': ""we'll"", 'start': 1077.389, 'end': 1077.549, 'score': 0.395, 'speaker': 'SPEAKER_05'}, {'word': 'push', 'start': 1077.569, 'end': 1077.79, 'score': 0.905, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 1077.83, 'end': 1077.93, 'score': 0.814, 'speaker': 'SPEAKER_05'}, {'word': 'off.', 'start': 1078.01, 'end': 1078.15, 'score': 0.986, 'speaker': 'SPEAKER_05'}]",Clarkson,we have everybody well push it off,"['everybody', 'well', 'push']","['well', 'push']"
317,1078.19,1079.751,We need 100 men or more.,"[{'word': 'We', 'start': 1078.19, 'end': 1078.57, 'score': 0.596, 'speaker': 'SPEAKER_05'}, {'word': 'need', 'start': 1078.63, 'end': 1079.031, 'score': 0.567, 'speaker': 'SPEAKER_05'}, {'word': '100'}, {'word': 'men', 'start': 1079.091, 'end': 1079.251, 'score': 0.845, 'speaker': 'SPEAKER_05'}, {'word': 'or', 'start': 1079.331, 'end': 1079.431, 'score': 0.804, 'speaker': 'SPEAKER_05'}, {'word': 'more.', 'start': 1079.471, 'end': 1079.751, 'score': 0.884, 'speaker': 'SPEAKER_05'}]",Clarkson,we need  men or more,"['need', 'men']","['need', 'man']"
318,1082.714,1083.594,This is hopeless.,"[{'word': 'This', 'start': 1082.714, 'end': 1082.854, 'score': 0.298, 'speaker': 'SPEAKER_03'}, {'word': 'is', 'start': 1082.994, 'end': 1083.074, 'score': 0.426, 'speaker': 'SPEAKER_03'}, {'word': 'hopeless.', 'start': 1083.134, 'end': 1083.594, 'score': 0.51, 'speaker': 'SPEAKER_03'}]",May,this is hopeless,['hopeless'],['hopeless']
319,1086.096,1089.559,"People of Surrey, you need four-wheel drive for this bit.","[{'word': 'People', 'start': 1086.096, 'end': 1086.417, 'score': 0.935, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 1086.477, 'end': 1086.557, 'score': 0.64, 'speaker': 'SPEAKER_05'}, {'word': 'Surrey,', 'start': 1086.637, 'end': 1087.097, 'score': 0.643, 'speaker': 'SPEAKER_05'}, {'word': 'you', 'start': 1087.518, 'end': 1087.678, 'score': 0.768, 'speaker': 'SPEAKER_05'}, {'word': 'need', 'start': 1087.698, 'end': 1087.918, 'score': 0.376, 'speaker': 'SPEAKER_05'}, {'word': 'four-wheel', 'start': 1087.978, 'end': 1088.398, 'score': 0.663, 'speaker': 'SPEAKER_05'}, {'word': 'drive', 'start': 1088.438, 'end': 1088.719, 'score': 0.689, 'speaker': 'SPEAKER_05'}, {'word': 'for', 'start': 1088.739, 'end': 1088.879, 'score': 0.785, 'speaker': 'SPEAKER_05'}, {'word': 'this', 'start': 1088.919, 'end': 1089.099, 'score': 0.706, 'speaker': 'SPEAKER_05'}, {'word': 'bit.', 'start': 1089.259, 'end': 1089.559, 'score': 0.735, 'speaker': 'SPEAKER_05'}]",Clarkson,people of surrey you need fourwheel drive for this bit,"['people', 'surrey', 'need', 'fourwheel', 'drive', 'bit']","['people', 'surrey', 'need', 'fourwheel', 'drive', 'bit']"
320,1091.201,1095.905,"The gunk was so sticky, it had completely jammed the Lancia's rear wheels.","[{'word': 'The', 'start': 1091.201, 'end': 1091.341, 'score': 0.755, 'speaker': 'SPEAKER_05'}, {'word': 'gunk', 'start': 1091.401, 'end': 1091.721, 'score': 0.899, 'speaker': 'SPEAKER_05'}, {'word': 'was', 'start': 1091.801, 'end': 1092.021, 'score': 0.802, 'speaker': 'SPEAKER_05'}, {'word': 'so', 'start': 1092.302, 'end': 1092.542, 'score': 0.95, 'speaker': 'SPEAKER_05'}, {'word': 'sticky,', 'start': 1092.622, 'end': 1093.002, 'score': 0.983, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 1093.102, 'end': 1093.202, 'score': 0.754, 'speaker': 'SPEAKER_05'}, {'word': 'had', 'start': 1093.222, 'end': 1093.282, 'score': 0.007, 'speaker': 'SPEAKER_05'}, {'word': 'completely', 'start': 1093.322, 'end': 1093.863, 'score': 0.927, 'speaker': 'SPEAKER_05'}, {'word': 'jammed', 'start': 1093.983, 'end': 1094.403, 'score': 0.639, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 1094.423, 'end': 1094.563, 'score': 0.733, 'speaker': 'SPEAKER_05'}, {'word': ""Lancia's"", 'start': 1094.603, 'end': 1095.124, 'score': 0.662, 'speaker': 'SPEAKER_05'}, {'word': 'rear', 'start': 1095.204, 'end': 1095.464, 'score': 0.624, 'speaker': 'SPEAKER_05'}, {'word': 'wheels.', 'start': 1095.524, 'end': 1095.905, 'score': 0.801, 'speaker': 'SPEAKER_05'}]",Clarkson,the gunk was so sticky it had completely jammed the lancias rear wheels,"['gunk', 'sticky', 'completely', 'jammed', 'lancias', 'rear', 'wheels']","['gunk', 'completely', 'jam', 'rear', 'wheel']"
